asset_id,asset_type,age_days,days_since_last_pm,cumulative_downtime_hours,historical_work_order_count,vibration_rms,operating_temperature_c,power_consumption_kwh,ambient_humidity,thermal_vibration_index,pm_overdue_ratio,downtime_intensity,failed_within_30_days
AST-ELE-442,Elevator,1051,24,67.3,5,3.77,64.1,25.0,33.6,1.611,0.267,1.921,0
AST-MED-927,Medical,1820,104,35.9,7,2.74,48.5,9.0,35.8,0.886,1.156,0.592,0
AST-GEN-300,Generator,1173,3,10.1,7,2.23,71.5,41.9,83.5,1.061,0.033,0.258,0
AST-ELE-487,Elevator,2419,195,2.8,21,5.45,84.3,30.6,52.7,3.064,2.167,0.035,1
AST-IT -678,IT Server,1566,69,42.0,9,1.82,46.3,17.9,44.6,0.561,0.767,0.805,0
AST-IT -497,IT Server,1629,108,39.9,10,2.34,53.3,17.8,57.8,0.833,1.2,0.735,0
AST-WAT-631,Water Pump,291,230,2.3,1,6.98,84.7,49.8,46.1,3.939,2.556,0.237,1
AST-IT -286,IT Server,599,148,19.2,2,2.81,60.2,18.8,48.0,1.125,1.644,0.962,0
AST-GEN-348,Generator,588,69,42.6,6,1.96,72.0,35.9,49.8,0.94,0.767,2.173,0
AST-LAB-240,Lab Equipment,790,232,2.6,1,5.33,73.4,21.4,42.6,2.607,2.578,0.099,1
AST-LAB-312,Lab Equipment,973,125,24.6,3,2.7,50.1,12.4,72.9,0.902,1.389,0.758,0
AST-WAT-376,Water Pump,248,100,7.7,2,3.46,72.6,28.1,31.2,1.674,1.111,0.931,0
AST-HVA-308,HVAC,2138,106,6.0,13,1.82,74.5,23.2,50.5,0.904,1.178,0.084,0
AST-MED-823,Medical,2163,84,13.5,9,2.18,37.0,8.6,37.0,0.537,0.933,0.187,0
AST-GEN-152,Generator,1117,202,27.7,6,5.75,81.6,65.9,52.5,3.125,2.244,0.744,1
AST-IT -494,IT Server,1363,173,1.6,4,3.77,68.6,20.6,48.6,1.724,1.922,0.035,0
AST-ELE-508,Elevator,1553,212,15.6,15,5.78,84.8,36.5,43.3,3.268,2.356,0.301,1
AST-IT -494,IT Server,2330,174,39.3,13,4.28,59.5,21.7,43.2,1.697,1.933,0.506,1
AST-MED-445,Medical,304,218,69.5,3,5.61,70.5,18.5,51.4,2.637,2.422,6.859,1
AST-LAB-752,Lab Equipment,1991,167,2.3,16,3.67,64.1,14.9,55.6,1.567,1.856,0.035,0
AST-ELE-361,Elevator,2494,68,14.5,15,3.07,71.6,32.3,32.3,1.464,0.756,0.174,0
AST-LAB-329,Lab Equipment,708,120,10.5,3,2.42,41.3,14.9,39.9,0.667,1.333,0.445,0
AST-LAB-209,Lab Equipment,1075,112,30.8,10,2.83,54.7,16.3,66.0,1.032,1.244,0.86,0
AST-MED-918,Medical,1067,46,59.3,4,1.85,44.2,9.6,56.7,0.546,0.511,1.667,0
AST-MED-254,Medical,389,176,1.1,1,3.67,55.3,15.5,35.1,1.355,1.956,0.085,0
AST-LAB-356,Lab Equipment,1897,184,15.2,10,5.29,66.3,21.5,45.3,2.338,2.044,0.24,1
AST-MED-240,Medical,237,64,34.0,2,1.23,40.4,8.6,54.4,0.33,0.711,4.304,0
AST-ELE-688,Elevator,409,147,12.0,4,4.86,69.1,31.7,46.7,2.24,1.633,0.88,0
AST-MED-786,Medical,118,206,5.7,1,4.88,63.6,17.3,55.1,2.069,2.289,1.449,0
AST-MED-742,Medical,444,61,6.8,1,1.16,35.5,8.3,33.0,0.274,0.678,0.459,0
AST-WAT-660,Water Pump,1338,13,20.4,7,2.2,72.8,34.0,30.9,1.066,0.144,0.457,0
AST-ELE-369,Elevator,798,234,31.3,5,7.26,84.2,37.2,31.7,4.075,2.6,1.177,1
AST-GEN-826,Generator,2334,129,27.7,13,4.67,73.8,43.7,48.9,2.299,1.433,0.356,0
AST-LAB-533,Lab Equipment,1712,182,17.7,8,5.26,61.8,18.3,39.7,2.169,2.022,0.31,0
AST-GEN-974,Generator,2036,172,103.5,11,4.79,102.2,48.8,27.0,3.264,1.911,1.525,1
AST-ELE-148,Elevator,1173,33,58.2,6,2.1,62.0,25.9,75.6,0.867,0.367,1.488,0
AST-IT -198,IT Server,36,103,0.0,0,1.04,56.3,14.8,32.5,0.391,1.144,0.0,0
AST-ELE-919,Elevator,2100,158,3.3,9,3.93,70.4,33.5,34.8,1.844,1.756,0.047,0
AST-ELE-943,Elevator,2041,12,67.8,19,3.22,50.3,24.6,52.3,1.078,0.133,0.997,1
AST-GEN-229,Generator,2500,21,194.9,8,5.06,81.8,42.8,61.2,2.759,0.233,2.339,1
AST-MED-570,Medical,1240,149,20.2,10,3.33,55.0,12.7,58.4,1.219,1.656,0.489,0
AST-LAB-470,Lab Equipment,2481,6,70.6,17,3.29,43.1,8.1,54.7,0.945,0.067,0.854,0
AST-GEN-584,Generator,107,181,0.0,0,5.75,90.4,48.3,63.6,3.468,2.011,0.0,1
AST-IT -735,IT Server,1788,25,28.4,6,1.83,37.6,16.1,42.9,0.46,0.278,0.477,0
AST-WAT-396,Water Pump,912,82,8.8,3,1.68,56.1,34.3,73.5,0.627,0.911,0.289,0
AST-IT -941,IT Server,823,12,57.1,4,1.7,54.1,10.2,41.3,0.612,0.133,2.081,0
AST-WAT-106,Water Pump,2012,123,11.5,8,3.49,68.6,37.0,59.3,1.596,1.367,0.171,0
AST-ELE-836,Elevator,1530,32,7.3,7,2.34,60.9,36.5,45.2,0.95,0.356,0.143,0
AST-LAB-178,Lab Equipment,74,153,4.0,1,2.38,55.6,18.2,70.2,0.882,1.7,1.622,0
AST-GEN-211,Generator,1674,141,304.5,11,4.7,89.7,64.2,64.3,2.811,1.567,5.457,1
AST-MED-447,Medical,853,211,45.4,3,5.62,64.3,18.7,44.4,2.41,2.344,1.597,1
AST-MED-557,Medical,1009,214,6.0,5,5.5,64.3,18.9,41.3,2.354,2.378,0.178,1
AST-MED-351,Medical,368,157,0.0,0,3.15,52.6,14.3,42.6,1.106,1.744,0.0,0
AST-MED-354,Medical,386,46,6.2,1,0.85,39.6,10.2,35.1,0.224,0.511,0.482,0
AST-LAB-459,Lab Equipment,1660,220,252.8,15,7.77,79.8,23.3,42.0,4.129,2.444,4.569,1
AST-GEN-306,Generator,1675,23,4.4,12,1.52,73.4,41.4,48.4,0.743,0.256,0.079,0
AST-MED-447,Medical,2119,6,8.1,10,1.7,43.7,7.1,34.1,0.495,0.067,0.115,0
AST-GEN-356,Generator,1888,84,43.2,6,2.67,85.6,54.6,60.0,1.522,0.933,0.686,0
AST-GEN-531,Generator,1901,36,163.5,11,4.24,86.9,23.9,25.4,2.458,0.4,2.58,1
AST-ELE-347,Elevator,1689,162,5.0,11,4.65,63.0,31.5,59.5,1.954,1.8,0.089,0
AST-ELE-158,Elevator,619,117,27.9,2,4.08,71.5,27.7,44.8,1.945,1.3,1.352,0
AST-HVA-107,HVAC,61,228,9.1,2,7.03,77.5,36.5,32.0,3.633,2.533,4.475,0
AST-ELE-965,Elevator,1818,141,113.9,7,6.4,80.5,37.1,64.8,3.435,1.567,1.88,1
AST-LAB-692,Lab Equipment,41,82,0.0,0,1.44,38.2,10.9,50.5,0.367,0.911,0.0,0
AST-HVA-891,HVAC,320,46,4.3,5,1.9,43.3,17.6,47.5,0.549,0.511,0.403,0
AST-IT -193,IT Server,1599,117,51.9,9,2.72,44.5,15.2,50.2,0.807,1.3,0.974,0
AST-IT -307,IT Server,768,62,12.5,2,1.24,43.8,10.5,52.0,0.362,0.689,0.488,0
AST-WAT-292,Water Pump,2382,206,44.9,13,9.1,93.6,47.0,39.4,5.681,2.289,0.565,1
AST-ELE-336,Elevator,98,162,6.1,1,4.48,77.4,42.3,63.4,2.312,1.8,1.867,0
AST-MED-642,Medical,1184,188,85.7,13,5.46,66.7,17.5,42.8,2.429,2.089,2.171,1
AST-MED-183,Medical,1744,85,15.5,5,1.55,48.8,7.8,48.7,0.503,0.944,0.267,0
AST-HVA-552,HVAC,2412,76,228.1,18,3.72,65.2,27.8,52.1,1.619,0.844,2.837,1
AST-WAT-210,Water Pump,2192,59,192.4,15,4.89,61.8,26.4,46.0,2.016,0.656,2.633,1
AST-MED-280,Medical,1651,175,136.4,10,5.66,66.4,15.9,34.7,2.503,1.944,2.478,1
AST-ELE-641,Elevator,1399,161,16.1,3,4.73,71.3,34.5,47.6,2.25,1.789,0.345,0
AST-MED-856,Medical,482,147,1.5,2,2.27,50.6,15.4,58.3,0.765,1.633,0.093,0
AST-ELE-135,Elevator,1277,18,38.0,5,2.2,67.9,29.3,51.6,0.997,0.2,0.893,0
AST-ELE-166,Elevator,1352,182,24.4,9,5.02,74.2,30.4,61.4,2.485,2.022,0.541,1
AST-IT -133,IT Server,1324,26,85.8,11,2.06,60.8,14.0,42.0,0.834,0.289,1.944,0
AST-GEN-294,Generator,1195,101,35.3,6,3.78,72.8,61.3,76.7,1.835,1.122,0.886,0
AST-ELE-353,Elevator,948,107,20.5,2,2.61,51.8,23.6,60.3,0.901,1.189,0.649,0
AST-GEN-106,Generator,1323,124,43.9,7,4.3,68.5,46.4,48.7,1.961,1.378,0.995,0
AST-MED-816,Medical,1269,50,215.3,13,3.05,44.6,9.0,46.4,0.907,0.556,5.09,1
AST-WAT-154,Water Pump,41,148,0.0,0,4.56,70.6,19.5,73.0,2.145,1.644,0.0,0
AST-MED-222,Medical,1691,198,70.8,6,5.5,67.1,16.8,60.3,2.458,2.2,1.256,0
AST-GEN-561,Generator,1868,9,162.4,11,3.92,93.0,30.8,51.5,2.429,0.1,2.608,1
AST-GEN-198,Generator,1924,3,67.6,9,3.56,85.1,55.7,39.4,2.02,0.033,1.054,0
AST-ELE-376,Elevator,1835,16,0.2,9,2.95,60.6,32.3,60.7,1.194,0.178,0.003,0
AST-GEN-449,Generator,724,142,66.4,4,4.53,75.7,60.5,38.1,2.284,1.578,2.751,0
AST-WAT-924,Water Pump,947,221,6.8,6,7.31,91.3,38.2,74.4,4.448,2.456,0.215,1
AST-ELE-939,Elevator,2345,191,94.2,15,7.17,79.3,35.4,46.7,3.79,2.122,1.205,1
AST-LAB-757,Lab Equipment,2238,96,38.8,12,2.32,51.3,15.7,57.5,0.792,1.067,0.52,0
AST-HVA-564,HVAC,1580,155,27.2,5,5.9,68.9,28.2,53.2,2.709,1.722,0.516,1
AST-HVA-463,HVAC,416,127,0.6,3,3.31,60.3,26.1,69.3,1.332,1.411,0.043,0
AST-GEN-805,Generator,2335,62,18.4,10,4.88,79.3,39.6,46.7,2.581,0.689,0.236,1
AST-ELE-170,Elevator,264,176,4.6,1,4.49,69.3,36.7,24.7,2.076,1.956,0.523,0
AST-MED-945,Medical,2445,22,1.7,11,1.97,41.4,8.7,24.8,0.544,0.244,0.021,0
AST-IT -887,IT Server,2275,49,133.5,12,2.9,62.9,14.3,63.8,1.218,0.544,1.76,1
AST-ELE-175,Elevator,2029,151,268.8,13,5.38,81.5,35.1,25.8,2.923,1.678,3.974,1
AST-LAB-394,Lab Equipment,2076,8,6.1,13,2.51,46.8,11.9,43.3,0.782,0.089,0.088,0
AST-ELE-936,Elevator,1085,186,4.7,8,4.62,71.2,40.3,38.5,2.194,2.067,0.13,1
AST-LAB-458,Lab Equipment,1242,238,88.0,9,6.67,80.6,26.0,42.5,3.582,2.644,2.126,0
AST-MED-947,Medical,641,190,22.8,2,4.56,56.6,15.6,36.7,1.721,2.111,1.067,0
AST-GEN-961,Generator,1539,120,50.9,4,4.04,72.7,45.0,53.3,1.955,1.333,0.992,1
AST-LAB-972,Lab Equipment,1595,222,85.8,7,6.75,76.3,20.0,68.6,3.436,2.467,1.614,1
AST-IT -367,IT Server,1635,47,45.8,6,1.63,60.5,15.7,24.0,0.659,0.522,0.84,0
AST-LAB-650,Lab Equipment,1342,109,49.3,6,2.51,47.0,14.0,56.2,0.787,1.211,1.102,0
AST-ELE-286,Elevator,1873,29,19.4,15,2.69,61.6,22.6,33.8,1.105,0.322,0.311,0
AST-WAT-263,Water Pump,1712,7,5.7,10,3.02,64.4,30.9,50.1,1.296,0.078,0.1,0
AST-WAT-746,Water Pump,1598,202,36.2,8,7.5,84.8,48.2,31.2,4.239,2.244,0.68,1
AST-HVA-224,HVAC,2328,112,3.6,20,2.39,62.9,25.7,51.0,1.002,1.244,0.046,0
AST-WAT-120,Water Pump,511,7,0.0,0,2.41,50.8,29.4,74.8,0.816,0.078,0.0,0
AST-WAT-325,Water Pump,1815,215,48.4,6,7.71,84.9,35.3,52.4,4.365,2.389,0.8,1
AST-ELE-169,Elevator,2444,72,36.7,15,3.59,67.8,29.7,66.2,1.621,0.8,0.45,0
AST-HVA-934,HVAC,2306,18,231.4,13,2.72,72.4,25.7,46.9,1.315,0.2,3.01,1
AST-HVA-150,HVAC,834,35,0.1,3,2.27,64.4,22.2,65.5,0.972,0.389,0.004,0
AST-LAB-782,Lab Equipment,718,136,69.7,7,4.18,60.5,12.7,45.0,1.687,1.511,2.912,1
AST-WAT-921,Water Pump,2175,119,27.2,13,3.37,64.9,37.6,33.7,1.46,1.322,0.375,0
AST-LAB-971,Lab Equipment,2060,201,22.6,11,5.68,69.5,19.6,47.0,2.63,2.233,0.329,1
AST-MED-787,Medical,2441,119,89.3,9,3.29,59.9,11.0,46.3,1.315,1.322,1.098,1
AST-LAB-618,Lab Equipment,560,226,6.5,2,6.06,65.5,24.3,47.9,2.647,2.511,0.348,0
AST-HVA-676,HVAC,1405,110,121.0,8,2.62,51.3,25.0,69.3,0.897,1.222,2.584,0
AST-WAT-852,Water Pump,2487,233,50.3,13,7.71,99.5,40.6,42.0,5.111,2.589,0.607,1
AST-LAB-128,Lab Equipment,2040,116,167.0,12,4.02,43.3,10.6,59.0,1.161,1.289,2.456,1
AST-MED-708,Medical,1512,100,69.2,10,2.69,52.5,7.4,38.5,0.943,1.111,1.373,0
AST-IT -802,IT Server,489,152,2.2,3,3.25,65.1,18.1,61.4,1.413,1.689,0.135,0
AST-GEN-137,Generator,1480,222,13.4,9,6.71,95.7,62.5,42.3,4.278,2.467,0.272,1
AST-WAT-223,Water Pump,868,95,5.9,4,2.02,64.5,20.6,65.5,0.871,1.056,0.204,0
AST-WAT-846,Water Pump,2360,240,329.5,14,9.81,108.9,41.2,53.9,7.121,2.667,4.189,1
AST-LAB-916,Lab Equipment,1186,188,54.4,10,5.49,74.5,21.6,51.7,2.728,2.089,1.376,1
AST-ELE-724,Elevator,745,91,39.1,5,1.7,52.6,21.6,54.6,0.595,1.011,1.574,0
AST-LAB-465,Lab Equipment,463,109,0.7,2,2.64,45.0,16.4,20.0,0.792,1.211,0.045,0
AST-MED-929,Medical,2180,107,1.3,10,2.14,46.9,8.0,47.8,0.67,1.189,0.018,0
AST-GEN-471,Generator,2247,31,3.2,8,3.02,62.8,38.3,66.7,1.265,0.344,0.043,0
AST-ELE-215,Elevator,2037,187,74.0,15,5.81,78.2,37.3,70.5,3.03,2.078,1.09,1
AST-IT -560,IT Server,1185,128,21.2,3,2.6,56.7,18.5,43.3,0.984,1.422,0.537,0
AST-GEN-482,Generator,1394,168,22.7,8,4.96,91.9,54.6,38.6,3.041,1.867,0.489,1
AST-GEN-649,Generator,993,96,16.5,11,2.9,63.6,41.8,30.1,1.228,1.067,0.498,0
AST-IT -704,IT Server,1953,193,20.8,6,4.68,67.3,24.3,40.4,2.1,2.144,0.32,1
AST-MED-248,Medical,177,216,0.0,0,5.11,65.7,17.9,48.0,2.238,2.4,0.0,1
AST-GEN-163,Generator,1586,229,44.4,8,8.29,101.8,59.0,20.0,5.627,2.544,0.84,1
AST-ELE-691,Elevator,534,39,5.2,3,3.46,48.0,34.0,47.3,1.106,0.433,0.292,0
AST-LAB-214,Lab Equipment,2394,23,57.7,14,2.49,50.7,11.3,29.0,0.841,0.256,0.723,0
AST-IT -689,IT Server,804,54,50.0,4,1.46,50.4,15.9,74.0,0.489,0.6,1.866,0
AST-ELE-138,Elevator,901,161,44.7,8,5.3,79.5,26.3,62.7,2.809,1.789,1.488,1
AST-WAT-668,Water Pump,1989,143,142.8,13,5.32,79.4,33.4,51.7,2.817,1.589,2.154,1
AST-MED-756,Medical,1641,136,55.8,10,3.23,63.2,10.6,64.5,1.362,1.511,1.02,1
AST-WAT-855,Water Pump,1985,96,119.4,9,4.78,60.4,36.1,48.3,1.923,1.067,1.805,1
AST-MED-963,Medical,1387,46,70.9,9,1.84,47.8,7.2,77.0,0.586,0.511,1.534,0
AST-GEN-154,Generator,586,154,15.8,1,4.12,89.7,57.7,52.0,2.463,1.711,0.809,0
AST-WAT-662,Water Pump,2040,65,42.5,11,3.05,50.9,30.6,63.3,1.034,0.722,0.625,0
AST-HVA-216,HVAC,793,143,13.6,5,3.51,73.7,28.0,45.3,1.725,1.589,0.515,0
AST-IT -975,IT Server,2443,51,43.0,14,2.11,46.1,9.3,51.6,0.65,0.567,0.528,0
AST-MED-225,Medical,1881,60,30.0,5,1.64,44.7,7.7,27.3,0.49,0.667,0.478,0
AST-GEN-919,Generator,552,36,19.7,3,2.68,73.1,43.8,42.4,1.305,0.4,1.071,0
AST-HVA-551,HVAC,1914,131,27.9,11,2.72,58.3,27.2,53.0,1.057,1.456,0.437,0
AST-HVA-912,HVAC,1030,146,66.9,4,4.87,69.9,30.8,61.8,2.269,1.622,1.949,0
AST-ELE-838,Elevator,1829,96,11.1,9,2.92,63.6,33.5,39.9,1.238,1.067,0.182,0
AST-ELE-763,Elevator,257,81,0.3,2,2.2,57.0,23.1,45.9,0.837,0.9,0.035,0
AST-LAB-809,Lab Equipment,2057,186,14.2,11,5.45,66.1,19.3,81.8,2.404,2.067,0.207,1
AST-WAT-676,Water Pump,353,118,6.5,2,5.49,59.3,28.8,64.3,2.169,1.311,0.552,0
AST-HVA-228,HVAC,1263,55,77.0,5,3.44,58.0,25.8,47.4,1.329,0.611,1.829,0
AST-MED-311,Medical,1462,64,35.1,8,1.87,40.9,7.2,61.9,0.511,0.711,0.72,0
AST-ELE-178,Elevator,311,177,9.4,1,5.83,80.7,31.9,48.8,3.136,1.967,0.907,1
AST-MED-132,Medical,2436,37,164.8,12,3.79,52.7,8.6,53.8,1.329,0.411,2.03,0
AST-LAB-261,Lab Equipment,235,159,0.0,0,3.31,56.9,17.4,39.1,1.256,1.767,0.0,0
AST-HVA-850,HVAC,800,98,17.3,4,1.83,60.9,19.3,45.1,0.743,1.089,0.649,0
AST-WAT-482,Water Pump,1876,165,36.1,9,5.33,82.0,47.7,38.1,2.915,1.833,0.577,1
AST-LAB-290,Lab Equipment,1080,51,43.3,6,1.98,39.4,13.1,64.8,0.52,0.567,1.203,0
AST-HVA-516,HVAC,2224,97,80.5,11,3.55,58.2,24.2,59.0,1.378,1.078,1.086,0
AST-WAT-571,Water Pump,49,207,0.0,0,6.31,82.2,50.3,31.1,3.455,2.3,0.0,1
AST-MED-432,Medical,97,103,0.0,0,0.88,42.1,8.9,51.1,0.246,1.144,0.0,0
AST-MED-333,Medical,2402,165,40.4,4,4.63,62.7,14.2,28.1,1.932,1.833,0.505,0
AST-MED-921,Medical,464,16,15.2,3,1.5,38.9,8.8,43.8,0.388,0.178,0.983,0
AST-HVA-116,HVAC,1258,38,38.9,6,3.0,56.6,22.4,58.8,1.132,0.422,0.928,0
AST-WAT-866,Water Pump,2458,122,8.9,18,2.97,60.6,40.2,50.5,1.199,1.356,0.109,0
AST-GEN-457,Generator,1170,216,47.5,3,7.3,93.9,41.7,57.9,4.571,2.4,1.218,1
AST-HVA-101,HVAC,467,218,6.2,3,6.64,85.0,27.8,48.6,3.764,2.422,0.398,1
AST-HVA-617,HVAC,2265,225,129.1,10,6.74,92.9,37.1,66.8,4.171,2.5,1.71,1
AST-LAB-725,Lab Equipment,495,55,52.7,5,2.59,46.3,10.7,35.2,0.8,0.611,3.194,0
AST-WAT-967,Water Pump,2431,63,51.4,12,3.93,65.1,38.0,44.7,1.708,0.7,0.634,0
AST-MED-315,Medical,2195,79,100.7,19,2.85,41.6,7.6,52.8,0.791,0.878,1.376,0
AST-ELE-179,Elevator,442,23,95.1,5,1.48,64.1,22.4,55.7,0.634,0.256,6.455,0
AST-LAB-138,Lab Equipment,802,77,69.6,6,1.85,54.7,12.0,45.2,0.675,0.856,2.603,0
AST-LAB-154,Lab Equipment,408,223,3.7,1,5.6,72.2,22.0,38.0,2.696,2.478,0.272,0
AST-LAB-393,Lab Equipment,690,99,84.6,5,3.58,46.1,11.8,57.0,1.099,1.1,3.678,0
AST-WAT-442,Water Pump,1354,73,1.5,5,3.13,55.7,35.5,52.5,1.162,0.811,0.033,0
AST-GEN-103,Generator,758,32,0.2,3,1.99,66.4,38.8,36.9,0.881,0.356,0.008,0
AST-MED-826,Medical,1056,204,26.8,7,5.29,65.7,16.2,57.4,2.315,2.267,0.761,1
AST-ELE-812,Elevator,724,37,27.9,4,2.15,58.7,26.7,52.2,0.841,0.411,1.156,0
AST-IT -391,IT Server,46,126,0.0,0,2.28,43.4,14.9,45.1,0.658,1.4,0.0,0
AST-HVA-868,HVAC,1851,64,36.4,7,2.56,59.1,22.5,26.6,1.008,0.711,0.59,0
AST-GEN-382,Generator,1606,99,81.2,11,1.96,89.2,42.5,47.2,1.168,1.1,1.517,0
AST-WAT-739,Water Pump,1424,214,27.6,5,5.53,91.9,46.4,61.3,3.391,2.378,0.581,1
AST-LAB-801,Lab Equipment,233,185,0.0,0,4.22,56.5,21.1,46.4,1.589,2.056,0.0,0
AST-LAB-151,Lab Equipment,1053,238,53.2,6,7.35,75.8,27.6,28.3,3.713,2.644,1.516,1
AST-WAT-178,Water Pump,240,114,0.0,0,2.27,56.0,28.9,42.7,0.847,1.267,0.0,0
AST-WAT-466,Water Pump,473,101,15.3,3,2.86,60.5,33.7,44.2,1.153,1.122,0.97,0
AST-GEN-176,Generator,1093,162,6.2,5,3.76,80.3,50.0,49.3,2.014,1.8,0.17,0
AST-HVA-857,HVAC,756,1,4.6,4,3.05,55.8,25.7,52.2,1.137,0.011,0.183,0
AST-GEN-398,Generator,467,125,5.3,2,3.38,83.3,45.6,73.3,1.877,1.389,0.34,0
AST-HVA-492,HVAC,2137,11,18.2,8,2.91,65.3,26.0,48.4,1.267,0.122,0.255,0
AST-MED-546,Medical,1066,171,3.8,5,3.43,55.3,15.0,25.3,1.266,1.9,0.107,0
AST-IT -849,IT Server,1405,70,8.9,8,1.8,47.8,14.0,48.5,0.572,0.778,0.19,0
AST-GEN-790,Generator,837,112,3.8,8,1.98,78.7,48.1,42.5,1.04,1.244,0.136,0
AST-ELE-922,Elevator,80,36,0.0,0,2.01,56.3,21.0,53.2,0.754,0.4,0.0,0
AST-IT -919,IT Server,305,85,36.7,2,1.21,43.2,15.4,59.6,0.349,0.944,3.61,0
AST-ELE-877,Elevator,1338,142,35.1,8,3.88,72.7,29.5,38.8,1.883,1.578,0.787,1
AST-ELE-727,Elevator,435,171,30.7,1,6.02,66.8,40.5,44.8,2.682,1.9,2.117,1
AST-LAB-661,Lab Equipment,728,145,5.6,3,3.39,59.0,14.5,50.6,1.333,1.611,0.231,0
AST-MED-281,Medical,1275,152,0.7,2,3.07,57.4,11.9,34.4,1.175,1.689,0.016,0
AST-HVA-933,HVAC,2425,221,54.5,14,6.88,85.7,35.4,47.8,3.934,2.456,0.674,1
AST-ELE-205,Elevator,1189,41,29.5,7,2.25,52.6,33.7,25.3,0.789,0.456,0.744,0
AST-IT -376,IT Server,2093,29,12.5,10,1.75,58.0,16.0,24.4,0.675,0.322,0.179,0
AST-MED-107,Medical,374,56,31.8,4,1.29,44.1,8.5,58.4,0.379,0.622,2.551,0
AST-MED-810,Medical,1655,231,24.4,7,6.66,71.7,20.5,56.2,3.184,2.567,0.442,1
AST-GEN-694,Generator,525,73,11.0,3,2.67,59.8,52.8,63.9,1.067,0.811,0.629,0
AST-LAB-429,Lab Equipment,660,2,9.4,6,1.44,45.2,12.6,20.0,0.433,0.022,0.427,0
AST-WAT-266,Water Pump,155,28,2.1,1,4.26,76.9,33.6,42.6,2.185,0.311,0.406,0
AST-HVA-255,HVAC,241,159,0.0,0,4.29,68.7,27.6,49.0,1.964,1.767,0.0,0
AST-ELE-409,Elevator,1288,112,19.3,5,2.65,76.0,33.6,35.6,1.342,1.244,0.45,0
AST-IT -625,IT Server,2162,101,14.0,13,1.62,48.6,13.8,36.7,0.525,1.122,0.194,0
AST-IT -404,IT Server,2257,19,5.5,10,1.66,51.0,10.5,49.2,0.565,0.211,0.073,0
AST-GEN-574,Generator,794,205,1.8,2,6.64,97.4,46.0,51.7,4.315,2.278,0.068,1
AST-GEN-777,Generator,1609,118,101.7,6,4.24,93.1,40.5,45.9,2.636,1.311,1.896,1
AST-MED-721,Medical,446,234,5.7,5,5.63,68.2,18.7,29.5,2.558,2.6,0.383,1
AST-MED-810,Medical,2392,32,20.0,13,2.16,36.6,8.0,45.4,0.527,0.356,0.251,0
AST-MED-295,Medical,642,185,17.4,4,4.81,55.0,16.3,60.8,1.763,2.056,0.813,1
AST-ELE-126,Elevator,419,26,7.1,3,2.43,61.4,17.1,63.3,0.995,0.289,0.508,0
AST-IT -422,IT Server,592,56,3.0,3,1.36,43.6,15.6,53.6,0.394,0.622,0.152,0
AST-LAB-948,Lab Equipment,2215,197,16.7,13,4.67,73.9,20.0,46.6,2.302,2.189,0.226,1
AST-GEN-396,Generator,779,140,2.6,1,2.2,76.4,44.1,61.2,1.123,1.556,0.1,0
AST-ELE-112,Elevator,543,38,10.3,1,3.01,69.0,34.9,53.0,1.386,0.422,0.569,0
AST-ELE-357,Elevator,1646,45,23.1,6,3.04,61.7,26.5,48.2,1.25,0.5,0.421,0
AST-LAB-953,Lab Equipment,364,162,2.0,2,2.83,51.9,17.6,44.8,0.979,1.8,0.165,0
AST-WAT-261,Water Pump,71,36,0.0,0,1.63,46.0,33.7,60.0,0.499,0.4,0.0,0
AST-WAT-875,Water Pump,1066,41,5.0,4,1.76,59.3,31.6,77.0,0.697,0.456,0.141,0
AST-LAB-551,Lab Equipment,191,209,15.8,2,4.5,70.7,22.1,41.6,2.122,2.322,2.482,0
AST-LAB-130,Lab Equipment,1303,198,10.2,7,4.48,70.0,24.3,78.7,2.087,2.2,0.235,1
AST-ELE-302,Elevator,2446,193,92.1,15,6.33,90.7,35.1,53.2,3.83,2.144,1.13,1
AST-ELE-823,Elevator,1777,182,34.3,9,5.38,80.6,44.7,62.1,2.89,2.022,0.579,1
AST-LAB-409,Lab Equipment,242,139,0.0,0,2.38,53.4,16.5,53.1,0.847,1.544,0.0,0
AST-WAT-611,Water Pump,2023,221,53.2,13,6.52,100.3,51.1,66.0,4.361,2.456,0.789,1
AST-HVA-559,HVAC,1414,46,25.0,3,2.8,60.6,22.0,59.3,1.13,0.511,0.53,0
AST-WAT-804,Water Pump,242,6,4.0,1,1.98,60.8,31.0,61.2,0.8,0.067,0.496,0
AST-GEN-815,Generator,176,226,14.5,1,6.69,105.9,48.1,66.0,4.724,2.511,2.472,1
AST-WAT-174,Water Pump,106,177,13.3,1,5.89,71.9,36.6,35.2,2.826,1.967,3.764,0
AST-WAT-872,Water Pump,2480,183,214.6,15,8.06,98.4,36.9,20.0,5.292,2.033,2.596,1
AST-GEN-390,Generator,1922,206,44.8,13,5.81,94.9,52.5,23.4,3.678,2.289,0.699,1
AST-MED-383,Medical,778,111,46.5,6,2.17,41.5,9.9,25.9,0.602,1.233,1.793,0
AST-HVA-547,HVAC,2208,152,256.2,12,5.35,76.9,25.2,32.3,2.745,1.689,3.481,1
AST-IT -282,IT Server,2018,217,33.9,8,5.78,82.6,23.3,47.6,3.186,2.411,0.504,1
AST-ELE-871,Elevator,988,149,6.1,5,4.38,58.4,32.0,36.7,1.707,1.656,0.185,0
AST-ELE-289,Elevator,929,143,11.7,5,3.6,67.0,29.8,56.5,1.61,1.589,0.378,0
